symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,source_section,source_market,source_industry,source_description,source_url
00038.HK,第一トラクター ファーストトラクター,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,00038;第一トラクター ファーストトラクター;農業関連トラクターの生産・販売;製造（重工業）,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0038.HK,generated,,,Hong Kong,HKEX,00038,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,製造（重工業）,農業関連トラクターの生産・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00040.HK,金山科技工業 ゴールドピーク,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00040;金山科技工業 ゴールドピーク;バッテリー及び関連製品の開発・製造。そのほか自動車用の電子部品;ケーブル;スピーカー;LEDディスプレーパネルの製造も;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0040.HK,generated,,,Hong Kong,HKEX,00040,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,バッテリー及び関連製品の開発・製造。そのほか自動車用の電子部品、ケーブル、スピーカー、LEDディスプレーパネルの製造も,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00041.HK,鷹君集団 グレートイーグル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,00041;鷹君集団 グレートイーグル;不動産開発;不動産投資;ホテル及びレストラン経営など;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0041.HK,generated,,,Hong Kong,HKEX,00041,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,不動産開発、不動産投資、ホテル及びレストラン経営など,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00042.HK,東北電気発展 ノースイースト エレクトリック,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00042;東北電気発展 ノースイースト エレクトリック;システムプロテクション;絶縁型スイッチ付トランスミッション;パワーキャパシタ;ブスバーなどの製造販売;一般製造,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0042.HK,generated,,,Hong Kong,HKEX,00042,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,システムプロテクション、絶縁型スイッチ付トランスミッション、パワーキャパシタ、ブスバーなどの製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00045.HK,香港上海ホテルズ ホンコンシャンハイホテルズ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,00045;香港上海ホテルズ ホンコンシャンハイホテルズ;ホテル投資及び管理;不動産投資・開発;香港のビクトリアピークと地上をつなぐピークトラムの運営など;ホテル・娯楽,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0045.HK,generated,,,Hong Kong,HKEX,00045,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,ホテル・娯楽,ホテル投資及び管理、不動産投資・開発、香港のビクトリアピークと地上をつなぐピークトラムの運営など,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00046.HK,科聯系統 コンピューターアンドテクノロジー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00046;科聯系統 コンピューターアンドテクノロジー;システム・ソフトウエア開発会社;通信・技術,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0046.HK,generated,,,Hong Kong,HKEX,00046,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,通信・技術,システム・ソフトウエア開発会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00048.HK,中国汽車内飾 チャイナオートモーティブインテリア,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,00048;中国汽車内飾 チャイナオートモーティブインテリア;中国で自動車用内装部品の製造販売;一般製造,none,,,,standard,automotive,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0048.HK,generated,,,Hong Kong,HKEX,00048,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,中国で自動車用内装部品の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00050.HK,香港フェリー ホンコンフェリー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,00050;香港フェリー ホンコンフェリー;フェリー経営及び関連業務;不動産投資;旅行業;ホテル業;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0050.HK,generated,,,Hong Kong,HKEX,00050,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,フェリー経営及び関連業務、不動産投資、旅行業、ホテル業,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00051.HK,ハーバーセンター ハーバーセンター,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,00051;ハーバーセンター ハーバーセンター;ホテル及びレストラン経営;不動産投資及び資産投資;ホテル・娯楽,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0051.HK,generated,,,Hong Kong,HKEX,00051,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,ホテル・娯楽,ホテル及びレストラン経営、不動産投資及び資産投資,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00052.HK,大快活集団 フェアウッドホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,00052;大快活集団 フェアウッドホールディングス;香港及び中国での中華式ファストフードチェーン店「大快活」を展開;観光・ホテル・飲食店,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0052.HK,generated,,,Hong Kong,HKEX,00052,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,観光・ホテル・飲食店,香港及び中国での中華式ファストフードチェーン店「大快活」を展開,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00053.HK,国浩集団(Guoco) グオコグループ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,financial,financial,00053;国浩集団(Guoco) グオコグループ;各種金融サービスを展開;証券・その他金融,none,,,,standard,financial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0053.HK,generated,,,Hong Kong,HKEX,00053,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,証券・その他金融,各種金融サービスを展開,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00055.HK,中星集団控股 ニューウェイグループ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,00055;中星集団控股 ニューウェイグループ;ラベル;フィルム;広告材などの印刷を手がける;その他,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0055.HK,generated,,,Hong Kong,HKEX,00055,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,その他,ラベル、フィルム、広告材などの印刷を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00057.HK,震雄集団 チェンシュンホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,00057;震雄集団 チェンシュンホールディングス;プラスチック成形機及び関連部品等の製造・販売;一般製造,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0057.HK,generated,,,Hong Kong,HKEX,00057,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,プラスチック成形機及び関連部品等の製造・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00058.HK,新威国際 サンウェイインターナショナル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00058;新威国際 サンウェイインターナショナル;電子及び関連部品;電子製品の設計・開発・製造・販売;ロシア製集積回路中心の電子機器売買;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0058.HK,generated,,,Hong Kong,HKEX,00058,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,電子及び関連部品、電子製品の設計・開発・製造・販売、ロシア製集積回路中心の電子機器売買,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00059.HK,天誉置業 スカイフェイム リアルティー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,00059;天誉置業 スカイフェイム リアルティー;広東省を中心に;不動産開発・投資や内装サービスなどの不動産事業を手掛ける会社,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0059.HK,generated,,,Hong Kong,HKEX,00059,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,,広東省を中心に、不動産開発・投資や内装サービスなどの不動産事業を手掛ける会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00060.HK,香港食品投資 ホンコンフードインベストメント,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,00060;香港食品投資 ホンコンフードインベストメント;ハムなどの加工肉製品及びシーフード;野菜の生産販売;食品・飲料水,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0060.HK,generated,,,Hong Kong,HKEX,00060,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,食品・飲料水,ハムなどの加工肉製品及びシーフード、野菜の生産販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00061.HK,緑領控股 グリーンリーダー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00061;緑領控股 グリーンリーダー;農地保全事業やバイオエネルギー原料（穀物）栽培を手掛ける;通信・技術,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0061.HK,generated,,,Hong Kong,HKEX,00061,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,通信・技術,農地保全事業やバイオエネルギー原料（穀物）栽培を手掛ける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00062.HK,載通国際 トランスポートインター,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,00062;載通国際 トランスポートインター;香港でのフランチャイズ及びノンフランチャイズ公共バスサービス;運輸,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0062.HK,generated,,,Hong Kong,HKEX,00062,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,運輸,香港でのフランチャイズ及びノンフランチャイズ公共バスサービス,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00064.HK,結好(Get Nice) ゲットナイス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,financial,financial,00064;結好(Get Nice) ゲットナイス;香港の証券会社;金融サービス,none,,,,standard,financial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0064.HK,generated,,,Hong Kong,HKEX,00064,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金融サービス,香港の証券会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00065.HK,弘海高新資源 グランド オーシャン アドバンスト,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,energy,energy,00065;弘海高新資源 グランド オーシャン アドバンスト;ビニール袋;紙袋の製造販売。石炭の取引;石油・石油化学製品,none,,,,standard,energy,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0065.HK,generated,,,Hong Kong,HKEX,00065,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,石油・石油化学製品,ビニール袋、紙袋の製造販売。石炭の取引,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00066.HK,香港鉄路(MTRC) エムティーアールシー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,00066;香港鉄路(MTRC) エムティーアールシー;香港での地下鉄経営や乗車カード「八達通（オクトパス）」の販売;管理及びエアポートエクスプレスの運営;運輸,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.422621+09:00,0066.HK,generated,,,Hong Kong,HKEX,00066,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,運輸,香港での地下鉄経営や乗車カード「八達通（オクトパス）」の販売、管理及びエアポートエクスプレスの運営,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
