symbol,name,market,asset_type,currency,index_family,expense_ratio_pct,complexity,tags,nisa_category,investment_style,is_leveraged,is_inverse,aliases
EEMS,iシェアーズ MSCI エマージング・マーケット小型株 ETF,us,etf,USD,small_us,0.73,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI エマージング・マーケット小型株 ETF MSCI エマージング・マーケット小型株インデックスの価格および利回り実績と同等水準の投資成果をあげることを目指す。
EFA,iシェアーズ MSCI EAFE ETF,us,etf,USD,msci_world,0.33,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI EAFE ETF MSCI EAFE インデックスによって測定されるヨーロッパ、オーストラリアおよび極東地域の市場で取引される証券の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
EFIV,ST SPDR S&P 500 ESG ETF,us,etf,USD,sp500,0.10,beginner,low_cost,growth,both,false,false,ST SPDR S&P 500 ESG ETF S&P500指数と同様の業界グループ全体のウェイトを維持しながら、一定のサステナビリティ基準（基準は環境、社会、ガバナンスの要因に関連）を満たすS&P500企業を選別するよう設計された指数との連動を目指します。
EIDO,iシェアーズ MSCI インドネシア ETF,us,etf,USD,emerging,0.58,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI インドネシア ETF MSCI インドネシア IMI 25/50 インデックスの価格および利回りの実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目標としています。
EIPI,FT エナジー エンハンスト インカムETF,us,etf,USD,sector,1.10,beginner,low_cost,,both,false,false,FT エナジー エンハンスト インカムETF エネルギーインフラ関連企業に投資しつつ、コールオプションの売りでインカム収益の向上を実現。
ELD,ウィズダムツリー ウィズダムツリー 新興国現地通貨建債券ファンド,us,etf,USD,emerging,0.55,beginner,low_cost,,both,false,false,ウィズダムツリー ウィズダムツリー 新興国現地通貨建債券ファンド 新興国の現地通貨建ての現地債券に投資する。
EMB,iシェアーズ J.P.モルガン・米ドル建てエマージング・マーケット債券 ETF,us,etf,USD,emerging,0.39,beginner,low_cost,,both,false,false,iシェアーズ J.P.モルガン・米ドル建てエマージング・マーケット債券 ETF JPモルガン・エマージング・マーケッツ・ボンド・インデックス・グローバル・コア・インデックスの価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を提供することを目的としています。
EMBD,グローバルＸ 新興国債券 ETF,us,etf,USD,emerging,0.39,beginner,low_cost,,both,false,false,グローバルＸ 新興国債券 ETF 新興国債券を投資先とするアクティブ型ETF。低コストかつ高利回りでの運用を目指す。
EMLC,ヴァンエック ベクトル J.P.モルガン新興国債券(現地通貨建て)ETF,us,etf,USD,emerging,0.30,beginner,low_cost,,both,false,false,ヴァンエック ベクトル J.P.モルガン新興国債券(現地通貨建て)ETF ヴァンエック・ベクトル新興国債券（現地通貨建て）ETFは、JPモルガン国債指数新興国市場グローバル・コアの指数値と投資収益に、手数料及び経費控除前で、できるだけ連動する投資成果を上げることを目標としています。この指数は、新興国の政府によって発行される現地通貨建ての債券によって構成されます。
EMLP,FT北米エネルギーインフラファンドETF,us,etf,USD,sector,0.96,beginner,low_cost,growth,both,false,false,FT北米エネルギーインフラファンドETF 米国・カナダのエネルギーインフラ関連企業やMLPに投資するアクティブ運用ファンド。
EPHE,iシェアーズ MSCI フィリピン ETF,us,etf,USD,emerging,0.58,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI フィリピン ETF MSCI フィリピン IMI 25/50 インデックスの価格および利回りの実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目標としています。
EPI,ウィズダムツリー インド株収益ファンド,us,etf,USD,india,0.84,beginner,low_cost,growth,both,false,false,ウィズダムツリー インド株収益ファンド ウィズダムツリー インド アーニングス インデックスに連動した成果を目指す。
EPOL,iシェアーズ MSCI ポーランド・キャップト ETF,us,etf,USD,emerging,0.58,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI ポーランド・キャップト ETF MSCI ポーランド IMI 25/50 インデックスの価格および利回りの実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目標としています。
EPP,iシェアーズ MSCI パシフィック（除く日本）ETF,us,etf,USD,msci_world,0.47,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI パシフィック（除く日本）ETF MSCIパシフィック・フリー（除く日本）インデックスによって代表されるオーストラリア、香港、ニュージーランドおよびシンガポールの市場で取引される証券の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
ERX,Direxion デイリー エネルギー株 ブル 2倍 ETF,us,etf,USD,single_stock,0.95,leveraged,,,lump_sum,true,false,Direxion デイリー エネルギー株 ブル 2倍 ETF エネルギー・セレクト・セクター指数の運用実績（手数料・費用控除前）の200％の日次投資成果を目指し運用する。
ERY,Direxion デイリー エネルギー株 ベア 2倍 ETF,us,etf,USD,single_stock,0.99,inverse,,,lump_sum,true,true,Direxion デイリー エネルギー株 ベア 2倍 ETF エネルギー・セレクト・セクター指数の運用実績（手数料・費用控除前）の反対の3倍（200％）に連動する日次の投資成果を目指し運用する。
ESGD,iシェアーズ ESG アウェア MSCI EAFE ETF,us,etf,USD,msci_world,0.20,beginner,low_cost,growth,both,false,false,iシェアーズ ESG アウェア MSCI EAFE ETF MSCI EAFE エクステンデッド ESG フォーカス・インデックスに連動する投資成果を目指す。当指数は環境、社会、企業統治に関する特性を有する米国およびカナダを除く先進国の大型および中型株式で構成される。
ESGE,iシェアーズ ESG アウェア MSCI エマージング マーケット ETF,us,etf,USD,emerging,0.25,beginner,low_cost,growth,both,false,false,iシェアーズ ESG アウェア MSCI エマージング マーケット ETF MSCI エマージング・マーケット エクステンデッド ESG フォーカス・インデックスに連動する投資成果を目指す。当指数は環境、社会、企業統治に関する特性を有する新興国の大型および中型株式で構成される。
ESGU,iシェアーズ ESG アウェア MSCI 米国 ETF,us,etf,USD,style_factor,0.15,beginner,low_cost,growth,both,false,false,iシェアーズ ESG アウェア MSCI 米国 ETF MSCI USA エクステンデッド ESG フォーカス・インデックスに連動する投資成果を目指す。当指数は環境、社会、企業統治に関する特性を有する米国企業の株式で構成される。
ETRL,グラナイトS 2倍 ロング ETOR デイリー ETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング ETOR デイリー ETF イートロの普通株式(NASDAQ: ETOR)の日次変動率の2倍（200％）を目指す。
EUDG,ウィズダムツリー 欧州株クオリティ配当成長ファンド,us,etf,USD,dividend,0.59,beginner,low_cost,growth,both,false,false,ウィズダムツリー 欧州株クオリティ配当成長ファンド 欧州市場にて配当支払を行う成長性のある企業の投資成果への連動を目指す。
EWG,iシェアーズ MSCI ドイツ ETF,us,etf,USD,msci_world,0.50,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI ドイツ ETF iシェアーズ MSCI ドイツ ETFは、ドイツの株式で構成されているMSCI ドイツ・インデックスと同等の投資成果をあげることを目指しています。
EWJ,iシェアーズ MSCI ジャパン ETF,us,etf,USD,japan_equity,0.50,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI ジャパン ETF MSCI ジャパン・インデックスによって測定される日本市場で公開取引されている証券の価格および利回りの実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目標としています。
EWM,iシェアーズ MSCI マレーシア ETF,us,etf,USD,emerging,0.50,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI マレーシア ETF MSCI マレーシア・インデックスによって測定されるマレーシアの市場で取引される証券の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
EWS,iシェアーズ MSCI シンガポール ETF,us,etf,USD,singapore_equity,0.50,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI シンガポール ETF MSCI シンガポール・インデックスによって測定されるシンガポール株式市場で公開取引されている証券の価格および利回りの実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目標としています。
EWT,iシェアーズ MSCI 台湾 ETF,us,etf,USD,emerging,0.58,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI 台湾 ETF MSCI台湾インデックスによって測定される台湾の市場で取引される証券の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
EWW,iシェアーズ MSCI メキシコ・キャップト ETF,us,etf,USD,emerging,0.50,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI メキシコ・キャップト ETF MSCI メキシコ IMI 25/50 インデックスによって測定されるメキシコの市場で取引される証券の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
