symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,asset_class,region_exposure,is_hedged,smai_theme_tags,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_growth_eligible,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,nisa_tsumitate_eligible,source_section,source_market,source_description,source_expense_ratio_pct,source_management_company,source_nisa_growth,source_url
AVS,Direxion デイリー AVGO株 ベア1倍 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,true,index,index,AVS;Direxion デイリー AVGO株 ベア1倍 ETF;ブロードコム(NASDAQ: AVGO) の普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。;Direxion Investments;NASDAQ,none,,single_stock,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,AVS,generated,,,United States,NASDAQ,AVS,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf;single_stock_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,ブロードコム(NASDAQ: AVGO) の普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BBAG,JPモルガン ベータビルダーズ 米国総合債券市場ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,BBAG;JPモルガン ベータビルダーズ 米国総合債券市場ETF;インデックス運用のアプローチで米国の投資適格債券市場に投資するETF。Bloomberg U.S. Aggregate Bond Indexと同等の投資リターンの獲得を目指します。;JPモルガン・アセット・マネジメント;NYSE,none,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BBAG,generated,,,United States,NYSE,BBAG,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE,インデックス運用のアプローチで米国の投資適格債券市場に投資するETF。Bloomberg U.S. Aggregate Bond Indexと同等の投資リターンの獲得を目指します。,,JPモルガン・アセット・マネジメント,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BBJP,JPモルガン ベータビルダーズ 日本株式ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,BBJP;JPモルガン ベータビルダーズ 日本株式ETF;インデックス運用のアプローチで日本の株式市場に幅広く投資するETF。Morningstar? Japan Target Market Exposure Indexと同等の投資リターンの獲得を目指します。;JPモルガン・アセット・マネジメント;Cboe,none,,japan_equity,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BBJP,generated,,,United States,Cboe,BBJP,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,jp,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,インデックス運用のアプローチで日本の株式市場に幅広く投資するETF。Morningstar? Japan Target Market Exposure Indexと同等の投資リターンの獲得を目指します。,,JPモルガン・アセット・マネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BBHY,JPモルガン ベータビルダーズ 米国ハイイールドETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,BBHY;JPモルガン ベータビルダーズ 米国ハイイールドETF;インデックス運用のアプローチで米国のハイイールド債券市場に投資するETF。ICE BofA US High Yield Indexと同等の投資リターンの獲得を目指します。;JPモルガン・アセット・マネジメント;Cboe,none,,bond,,standard,"index,bond",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BBHY,generated,,,United States,Cboe,BBHY,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,インデックス運用のアプローチで米国のハイイールド債券市場に投資するETF。ICE BofA US High Yield Indexと同等の投資リターンの獲得を目指します。,,JPモルガン・アセット・マネジメント,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BBUS,JPモルガン ベータビルダーズ 米国株式ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,BBUS;JPモルガン ベータビルダーズ 米国株式ETF;インデックス運用のアプローチで米国の大型株と中型株へアクセスし、米国株式市場全体の約85%に効率的かつ低コストで投資するETF。Morningstar? US Target Market Exposure Indexと同等の投資リターンの獲得を目指します。;JPモルガン・アセット・マネジメント;Cboe,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BBUS,generated,,,United States,Cboe,BBUS,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,インデックス運用のアプローチで米国の大型株と中型株へアクセスし、米国株式市場全体の約85%に効率的かつ低コストで投資するETF。Morningstar? US Target Market Exposure Indexと同等の投資リターンの獲得を目指します。,,JPモルガン・アセット・マネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BBH,ヴァンエック バイオテクETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,healthcare,index,BBH;ヴァンエック バイオテクETF;ヴァンエック ベクトル米国上場バイオテク25指数にできるだけ連動する投資成果をあげることを目標とする。;ヴァン・エック・グローバル;NASDAQ,none,,,,standard,"index,healthcare",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BBH,generated,,,United States,NASDAQ,BBH,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,healthcare",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,ヴァンエック ベクトル米国上場バイオテク25指数にできるだけ連動する投資成果をあげることを目標とする。,,ヴァン・エック・グローバル,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BGLD,FT Vest ゴールド戦略 四半期バッファーETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,commodity,index,BGLD;FT Vest ゴールド戦略 四半期バッファーETF;Vest Financial LLC をサブアドバイザーとして、フレックス・オプション取引を通じて SPDR Gold Trust（GLD）の価格動向に基づく投資成果を目指す。 3か月間において、GLDの上昇には上限がある一方、5％から15％の下落範囲に対するバッファーが設定される（経費控除前）。;ファーストトラスト;NASDAQ,none,,commodity,,standard,"index,commodity",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BGLD,generated,,,United States,NASDAQ,BGLD,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,commodity,global,unknown,"index,commodity",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,Vest Financial LLC をサブアドバイザーとして、フレックス・オプション取引を通じて SPDR Gold Trust（GLD）の価格動向に基づく投資成果を目指す。 3か月間において、GLDの上昇には上限がある一方、5％から15％の下落範囲に対するバッファーが設定される（経費控除前）。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BIV,バンガード・米国中期債券ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,BIV;バンガード・米国中期債券ETF;残存期間が5〜10年の米国債、政府機関債、投資適格(ムーディーズによる格付がBaa3以上)の社債および米国外の発行体による米ドル建て債券をカバーする、バークレイズ米国政府;クレジット浮動調整(5-10年)インデックスに連動したパフォーマンスを目指します。;バンガード グループ;NYSE Arca,none,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BIV,generated,,,United States,NYSEARCA,BIV,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,残存期間が5〜10年の米国債、政府機関債、投資適格(ムーディーズによる格付がBaa3以上)の社債および米国外の発行体による米ドル建て債券をカバーする、バークレイズ米国政府/クレジット浮動調整(5-10年)インデックスに連動したパフォーマンスを目指します。,,バンガード グループ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BKCH,グローバルＸ ブロックチェーン ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,BKCH;グローバルＸ ブロックチェーン ETF;ソラクティブ・ブロックチェーン・インデックスに連動する運用実績を目指す。同指数は、ブロックチェーン技術のさらなる進歩から利益を得ることができる企業で構成される。;グローバルエックス・マネジメント;NASDAQ,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BKCH,generated,,,United States,NASDAQ,BKCH,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,ソラクティブ・ブロックチェーン・インデックスに連動する運用実績を目指す。同指数は、ブロックチェーン技術のさらなる進歩から利益を得ることができる企業で構成される。,,グローバルエックス・マネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BLV,バンガード・米国長期債券ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,BLV;バンガード・米国長期債券ETF;残存期間が10年超の米国債、政府機関債、社債および米国政府が保証する米国外の発行体による米ドル建て債券をカバーする、バークレイズ米国政府;クレジット浮動調整(10年超)インデックスに連動したパフォーマンスを目指します。;バンガード グループ;NYSE Arca,none,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BLV,generated,,,United States,NYSEARCA,BLV,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,残存期間が10年超の米国債、政府機関債、社債および米国政府が保証する米国外の発行体による米ドル建て債券をカバーする、バークレイズ米国政府/クレジット浮動調整(10年超)インデックスに連動したパフォーマンスを目指します。,,バンガード グループ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BND,バンガード 米国トータル債券市場ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,BND;バンガード 米国トータル債券市場ETF;バークレイズ米国総合浮動調整インデックスのパフォーマンスへの連動を目指します。パワーシェアーズ グローバルウォーター ポートフォリオは、従来のETFと異なる、インテリジェントETFであり、S&Pグローバルウォーター指数などよりも、高いパフォーマンスを目指しています。;バンガード グループ;NASDAQ,none,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BND,generated,,,United States,NASDAQ,BND,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,バークレイズ米国総合浮動調整インデックスのパフォーマンスへの連動を目指します。パワーシェアーズ グローバルウォーター ポートフォリオは、従来のETFと異なる、インテリジェントETFであり、S&Pグローバルウォーター指数などよりも、高いパフォーマンスを目指しています。,,バンガード グループ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BNDX,バンガード トータル インターナショナル債券ETF（米ドルヘッジあり）,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,BNDX;バンガード トータル インターナショナル債券ETF（米ドルヘッジあり）;バークレイズ・グローバル総合（米ドル除く）浮動調整RIC基準インデックス（米ドルヘッジベース）のパフォーマンスに連動した成果を目指す。;バンガード グループ;NASDAQ,none,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.419571+09:00,BNDX,generated,,,United States,NASDAQ,BNDX,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,global,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,バークレイズ・グローバル総合（米ドル除く）浮動調整RIC基準インデックス（米ドルヘッジベース）のパフォーマンスに連動した成果を目指す。,,バンガード グループ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
